fips,pct_overall_pov_19,med_inc_19
21195,24,"36,875"
21197,21.5,"41,760"
21199,22.5,"43,568"
21201,22,"47,017"
21203,21,"40,790"
21205,23.3,"44,068"
21207,22.6,"44,056"
21209,8.6,"74,719"
21211,9.4,"71,737"
21213,12.5,"52,931"
21215,7.3,"79,863"
21217,16.4,"48,485"
21219,17.1,"47,742"
21221,14.6,"49,955"
21223,11.9,"58,998"
21225,17.3,"49,870"
21227,15.4,"53,238"
21229,14.4,"51,286"
21231,23.8,"34,449"
21233,16.3,"49,079"
21235,22.6,"38,191"
21237,30.1,"32,773"
21239,8.3,"67,815"
22001,20.3,"44,728"
22003,21.6,"47,111"
22005,9.6,"83,072"
22007,18.8,"51,763"
22009,24.4,"38,316"
22011,14.3,"55,343"
22013,24.4,"37,198"
22015,16.4,"54,080"
22017,24.1,"45,613"
22019,18.9,"53,050"
22021,19.5,"44,007"
22023,13.7,"60,317"
22025,26.4,"36,794"
22027,32.5,"36,497"
22029,27.5,"36,276"
22031,18,"47,347"
22033,17.7,"56,303"
22035,38.4,"29,943"
22037,18.7,"50,041"
22039,28.6,"35,146"
22041,25.8,"35,484"
22043,18.6,"49,544"
22045,21.9,"47,731"
22047,18.7,"55,198"
22049,19.2,"43,232"
22051,14.6,"55,909"
22053,19.1,"47,988"
22055,16.6,"60,053"
22057,17.5,"54,145"
22059,16.9,"51,014"
22061,29.5,"41,608"
22063,12,"63,852"
22065,41.1,"32,229"
22067,31,"34,922"
22069,19.6,"49,536"
22071,23.5,"45,092"
22073,23.9,"43,235"
22075,15.1,"60,795"
22077,20,"48,011"
22079,18.3,"49,687"
22081,23.9,"39,806"
22083,25.1,"39,586"
22085,18.4,"45,486"
22087,19.2,"45,806"
22089,11.1,"71,579"
22091,19.6,"43,376"
22093,16.6,"57,250"
22095,16,"54,944"
22097,22.6,"39,599"
22099,18.7,"47,247"
22101,23.8,"40,918"
22103,11.5,"71,526"
22105,21.7,"47,860"
22107,28.9,"31,436"
22109,19,"51,719"
22111,19.4,"44,617"
22113,17,"50,193"
22115,15.3,"51,652"
22117,24.9,"35,505"
22119,29.6,"38,386"
22121,14.4,"65,344"
22123,21,"42,614"
22125,22.1,"65,296"
22127,23.4,"43,166"
23001,10.4,"58,958"
23003,15.5,"40,675"
23005,7.8,"75,254"
23007,12.6,"51,136"
23009,10.6,"58,926"
23011,11.5,"55,358"
23013,10.9,"55,910"
23015,11,"58,619"
23017,13,"50,344"
23019,12.4,"50,702"
23021,16.5,"43,509"
23023,8.6,"65,841"
23025,18.3,"45,333"
23027,13.7,"51,073"
23029,19.6,"39,068"
23031,7.9,"66,803"
24003,5.8,"100,916"
24005,8.9,"76,972"
24009,5.7,"111,056"
24011,12.1,"60,143"
24013,5.1,"101,810"
24015,10.3,"75,307"
24017,6.4,"102,510"
24019,16.4,"48,709"
24021,5.7,"102,951"
24023,12.8,"59,253"
24025,6.7,"91,492"
24027,5,"121,329"
24029,12.4,"65,615"
24031,7.3,"110,012"
24033,8.7,"85,357"
24035,6,"101,350"
24037,7.7,"89,123"
24039,23.6,"38,731"
24041,8.7,"75,714"
24043,12.3,"59,785"
24045,16,"54,351"
24047,9.9,"65,821"
24510,20.4,"49,780"
25001,6.5,"82,686"
25003,11.2,"58,805"
25005,11.3,"69,857"
25007,7.3,"76,036"
25009,8.8,"83,253"
25011,9.3,"60,143"
25013,13.8,"59,918"
25015,11.1,"74,142"
25017,6.9,"106,543"
25019,5.5,"96,030"
25021,5.8,"106,851"
25023,7.4,"90,584"
25025,16.7,"75,843"
25027,9.4,"77,795"
26001,18,"41,491"
26003,12.6,"52,285"
26005,10.8,"66,568"
26007,13.9,"43,676"
26009,9.6,"58,317"
26011,17.2,"44,017"
26013,13.7,"48,371"
26015,7.8,"67,703"
26017,13.4,"50,130"
26019,9.6,"56,934"
26021,15.9,"50,659"
26023,13.2,"52,255"
26025,13.9,"50,205"
26027,14.8,"55,029"
26029,9.7,"58,831"
26031,14.9,"47,876"
26033,18.3,"49,610"
26035,19.6,"42,480"
26037,7.8,"72,666"
26039,14,"49,114"
26041,13.8,"48,880"
26043,9.9,"53,751"
26045,7.5,"65,891"
26047,9.2,"59,456"
26049,16.6,"50,554"
26051,13.5,"46,458"
26053,17.1,"39,030"
26055,7.2,"65,041"
26057,14.3,"51,046"
26059,15.3,"50,015"
26061,14.7,"45,006"
26063,13.7,"49,126"
26065,17.3,"54,704"
26067,11.5,"59,582"
26069,14.2,"43,605"
26071,13.7,"46,814"
26073,22.9,"46,677"
26075,13.7,"56,001"
26077,13.3,"56,739"
26079,13.9,"47,620"
26081,11.2,"66,560"
26083,10.3,"47,318"
26085,20.2,"38,044"
26087,10.1,"66,415"
26089,7.1,"72,888"
26091,11.8,"55,466"
26093,4.4,"87,827"
26095,19.2,"45,464"
26097,14.1,"44,986"
26099,8.6,"65,051"
26101,12.3,"50,047"
26103,11.8,"54,913"
26105,13.9,"49,869"
26107,19.9,"47,705"
26109,13.5,"49,189"
26111,9.7,"69,859"
26113,10.9,"51,317"
26115,10.2,"64,341"
26117,12.4,"52,089"
26119,14.4,"40,126"
26121,13.5,"50,730"
26123,15.7,"51,772"
26125,7.8,"81,257"
26127,14.8,"52,319"
26129,18.2,"41,347"
26131,13.3,"45,531"
26133,14.6,"47,343"
26135,15.4,"44,594"
26137,10,"52,392"
26139,7.8,"69,827"
26141,10.8,"47,339"
26143,15.3,"42,546"
26145,18.6,"48,471"
26147,10.4,"60,208"
26149,12.9,"54,024"
26151,13.6,"49,917"
26153,14.3,"50,256"
26155,10.9,"55,633"
26157,11.6,"52,342"
26159,13,"58,733"
26161,13,"76,728"
26163,19.8,"50,753"
26165,12.4,"53,146"
27001,12.5,"51,936"
27003,6.2,"83,363"
27005,10.2,"61,311"
27007,16.3,"54,638"
27009,8.6,"63,395"
27011,11,"52,692"
27013,15.2,"60,408"
27015,7.4,"62,904"
27017,9.1,"65,749"
27019,4.3,"101,891"
27021,11.4,"54,267"
27023,10.4,"54,984"
27025,6.2,"84,811"
27027,11.9,"64,874"
27029,11.5,"54,896"
27031,8.9,"58,664"
27033,10.8,"53,725"
27035,10.5,"60,384"
27037,6.3,"89,075"
27039,5.6,"86,436"
27041,6.3,"67,592"
27043,12.2,"54,193"
27045,9.4,"62,716"
27047,9.6,"56,716"
27049,7.1,"71,497"
27051,8.8,"55,247"
27053,9.7,"82,323"
27055,7.8,"64,920"
27057,11.2,"56,064"
27059,6.9,"77,963"
27061,11.2,"58,660"
27063,9.8,"57,915"
27065,10.1,"63,595"
27067,9.8,"64,129"
27069,9.2,"62,762"
27071,13,"52,545"
27073,9.5,"56,825"
27075,9,"61,082"
27077,9.2,"56,244"
27079,7.1,"75,519"
27081,10.1,"55,328"
27083,10.6,"63,849"
27085,6.3,"64,380"
27087,21.3,"46,702"
27089,7.5,"59,793"
27091,10.5,"54,602"
27093,7.9,"63,812"
27095,11.4,"59,262"
27097,8.9,"61,847"
27099,11.5,"55,276"
27101,8.5,"61,007"
27103,9.9,"71,067"
27105,11,"57,300"
27107,10.4,"53,961"
27109,6.7,"80,631"
27111,11,"59,901"
27113,9.8,"55,870"
27115,11.6,"55,684"
27117,11.1,"55,405"
27119,10.8,"60,582"
27121,8.9,"59,442"
27123,12.4,"68,652"
27125,9.9,"58,384"
27127,9.7,"60,097"
27129,10,"59,110"
27131,8.2,"72,438"
27133,8.7,"63,451"
27135,6,"62,924"
27137,12.8,"60,228"
27139,4.2,"108,718"
27141,5.5,"95,323"
27143,10.7,"66,757"
27145,11.2,"66,449"
27147,6.3,"68,603"
27149,11.9,"59,045"
27151,9.5,"60,127"
27153,11.8,"51,746"
27155,11.9,"57,602"
27157,8.4,"63,435"
27159,12.5,"50,663"
27161,8.9,"63,907"
27163,4.6,"100,857"
27165,10.1,"57,290"
27167,9.1,"69,890"
27169,11,"64,219"
27171,5.2,"91,374"
27173,9.6,"61,074"
28001,27.9,"34,583"
28003,17.3,"43,496"
28005,20.9,"41,575"
28007,24.1,"36,905"
28009,20.7,"37,875"
28011,36.6,"30,309"
28013,17.2,"38,648"
28015,17.2,"44,885"
28017,22.7,"37,533"
28019,20.9,"41,146"
28021,37.5,"31,221"
28023,23.2,"42,826"
28025,29.7,"33,653"
28027,38.2,"30,242"
28029,22.1,"42,299"
28031,21.3,"42,076"
28033,9.4,"67,450"
28035,23.3,"40,224"
28037,19.6,"41,420"
28039,16.6,"51,858"
28041,21.8,"48,641"
28043,20.3,"40,561"
28045,16.7,"50,401"
28047,17.5,"49,619"
28049,20.1,"44,773"
28051,33.8,"26,348"
28053,37.1,"28,464"
28055,35.8,"30,944"
28057,12.8,"49,214"
28059,15.1,"53,414"
28061,20.5,"40,923"
28063,28.9,"30,871"
28065,24.3,"32,077"
28067,23.8,"41,733"
28069,28,"33,472"
28071,17.5,"54,034"
28073,16,"62,606"
28075,21.5,"41,604"
28077,19.7,"43,668"
28079,23.8,"41,007"
28081,14.6,"50,803"
28083,35.7,"29,687"
28085,19.6,"45,062"
28087,17.2,"49,251"
28089,10.1,"70,824"
28091,23.8,"38,402"
28093,20.3,"43,107"
28095,17.9,"42,464"
28097,23.7,"38,475"
28099,21.7,"41,795"
28101,20.3,"42,962"
28103,29.2,"32,916"
28105,31.1,"41,631"
28107,22.8,"40,655"
28109,18.1,"45,874"
28111,19.9,"43,106"
28113,26.2,"35,044"
28115,15.9,"48,910"
28117,15.7,"43,465"
28119,35,"29,318"
28121,11.1,"67,284"
28123,19.7,"41,532"
28125,33.4,"31,138"
28127,17.8,"47,664"
28129,18.9,"46,296"
28131,18.5,"47,187"
28133,34,"32,948"
28135,37.9,"31,915"
28137,15.1,"50,188"
28139,16.2,"44,696"
28141,17,"43,341"
28143,28.1,"33,993"
28145,13,"49,320"
28147,21.7,"35,465"
28149,20.1,"46,606"
28151,33.7,"31,018"
28153,22.2,"39,036"
28155,17,"46,110"
28157,31.2,"32,612"
28159,25.4,"37,596"
28161,24.4,"40,515"
28163,36.4,"34,817"
29001,19.2,"43,044"
29003,8.9,"62,823"
29005,12.9,"50,516"
29007,16.3,"45,609"
29009,18.6,"47,155"
29011,15,"46,397"
29013,16.9,"48,442"
29015,16.7,"42,144"
29017,14.5,"45,868"
29019,17.2,"58,029"
29021,15.8,"49,216"
29023,22.5,"41,327"
29025,13.6,"52,872"
29027,11.6,"58,720"
29029,13.5,"51,460"
29031,14.6,"57,618"
29033,13.8,"50,628"
29035,19.8,"36,383"
29037,7.9,"73,882"
29039,17.9,"38,427"
29041,12.5,"50,589"
29043,10.4,"63,400"
29045,14.2,"46,001"
29047,9.1,"70,705"
29049,9.9,"64,541"
29051,10.6,"61,847"
29053,11.8,"56,957"
29055,15.6,"48,315"
29057,15.9,"42,421"
29059,17.8,"42,389"
29061,17.6,"48,197"
29063,14.6,"53,997"
29065,19,"45,540"
29067,18.7,"39,773"
29069,26.7,"38,880"
29071,9.3,"61,428"
29073,11.6,"53,751"
29075,11.5,"53,663"
29077,14.4,"45,313"
29079,18.7,"44,323"
29081,15.4,"43,016"
29083,17.3,"46,995"
29085,18.2,"32,934"
29087,11.8,"47,429"
29089,13,"49,923"
29091,20.8,"40,177"
29093,20.8,"39,292"
29095,13.7,"57,907"
29097,18.8,"46,021"
29099,8.4,"68,779"
29101,11.4,"58,396"
29103,16.7,"41,755"
29105,15.8,"43,969"
29107,10.7,"62,264"
29109,16.1,"45,746"
29111,16.6,"40,782"
29113,9.4,"69,178"
29115,18.9,"45,774"
29117,15,"49,065"
29119,18.5,"39,615"
29121,12.5,"45,717"
29123,16.7,"43,919"
29125,14.3,"49,712"
29127,13.9,"50,803"
29129,12.7,"44,343"
29131,15.1,"49,252"
29133,27.7,"36,802"
29135,11,"57,321"
29137,13.4,"48,399"
29139,13.3,"50,282"
29141,17.8,"44,473"
29143,22.5,"42,115"
29145,13.2,"53,251"
29147,17.8,"47,419"
29149,20.6,"35,356"
29151,9.1,"60,728"
29153,22.7,"36,019"
29155,26.9,"34,280"
29157,9.1,"57,032"
29159,12.9,"48,516"
29161,17,"46,573"
29163,17.6,"49,089"
29165,5.3,"84,456"
29167,19.6,"44,837"
29169,14.6,"55,620"
29171,15.7,"42,434"
29173,10,"63,419"
29175,16.5,"48,043"
29177,9.2,"61,678"
29179,21.7,"37,415"
29181,19.7,"35,788"
29183,4.6,"89,236"
29185,19.3,"39,319"
29186,9.7,"61,662"
29187,17,"43,886"
29189,9.3,"70,161"
29195,15.7,"47,324"
29197,20.8,"43,183"
29199,14.4,"46,871"
29201,17.9,"44,924"
29203,22.6,"36,477"
29205,15.8,"45,939"
29207,18.4,"42,363"
29209,15.4,"50,262"
29211,15.6,"43,421"
29213,12.6,"49,314"
29215,21,"38,914"
29217,17.1,"46,182"
29219,10,"63,726"
29221,22.4,"41,198"
29223,20.6,"35,397"
29225,16.2,"54,844"
29227,14.9,"45,023"
29229,19.6,"39,384"
29510,20.4,"46,309"
30001,14.5,"49,771"
30003,26.1,"43,718"
30005,21.3,"44,090"
30007,9,"60,622"
30009,10.1,"57,585"
30011,14.2,"49,057"
30013,14.2,"51,732"
30015,15.4,"48,017"
30017,13,"49,379"
30019,11,"50,001"
30021,11.8,"56,677"
30023,15.9,"41,780"
30025,9.7,"65,651"
30027,13.2,"48,703"
30029,9.4,"61,334"
30031,10.3,"73,731"
30033,16.4,"43,106"
30035,25.7,"41,808"
30037,19.7,"40,469"
30039,12.5,"49,646"
30041,15.7,"51,881"
30043,8,"70,929"
30045,14.5,"49,401"
30047,17.2,"49,019"
30049,9.4,"66,075"
30051,19,"41,240"
30053,17.4,"43,669"
30055,14.5,"48,551"
30057,9.7,"56,579"
30059,15.7,"43,946"
30061,15.6,"43,928"
30063,11.8,"57,279"
30065,16.5,"48,290"
30067,11.8,"51,740"
30069,14.8,"42,081"
30071,14.3,"47,679"
30073,17.5,"48,542"
30075,13.8,"47,843"
30077,16.3,"49,387"
30079,13.1,"46,663"
30081,11.2,"57,209"
30083,8.8,"69,095"
30085,24.3,"38,409"
30087,16.3,"58,139"
30089,16.7,"45,193"
30091,12.3,"51,111"
30093,15.3,"49,249"
30095,9.3,"68,186"
30097,10.3,"55,259"
30099,13.5,"54,458"
30101,15.8,"49,448"
30103,12.2,"51,754"
30105,12.8,"51,869"
30107,18.3,"42,059"
30109,11.3,"51,145"
30111,11.3,"61,435"
31001,10.6,"55,182"
31003,12.2,"50,771"
31005,13.6,"46,417"
31007,11.3,"54,706"
31009,15.9,"45,411"
31011,10,"58,204"
31013,10.3,"61,522"
31015,14.1,"46,548"
31017,11.6,"48,843"
31019,11.6,"64,759"
31021,10.1,"54,554"
31023,8.2,"63,310"
31025,5.3,"72,915"
31027,8.6,"60,400"
31029,9.1,"57,656"
31031,10.7,"50,677"
31033,10.1,"56,229"
31035,10.6,"63,829"
31037,8.2,"62,472"
31039,8.9,"59,505"
31041,11.8,"51,004"
31043,10.6,"61,010"
31045,16.4,"46,377"
31047,11.9,"56,839"
31049,11.2,"48,793"
31051,8.7,"57,324"
31053,9.5,"60,853"
31055,10.2,"67,264"
31057,13.4,"45,446"
31059,8.5,"60,440"
31061,14.3,"49,659"
31063,12.9,"55,712"
31065,12.2,"50,705"
31067,11.2,"56,817"
31069,15,"41,158"
31071,12.1,"52,707"
31073,8.9,"64,870"
31075,9.6,"60,773"
31077,12.5,"48,178"
31079,10.2,"57,371"
31081,6.5,"68,236"
31083,11,"53,362"
31085,15,"46,399"
31087,11.3,"49,451"
31089,11.1,"54,474"
31091,8.2,"50,093"
31093,10.1,"56,881"
31095,9.5,"56,740"
31097,11.2,"54,567"
31099,7.7,"64,461"
31101,11.1,"51,478"
31103,18.9,"46,010"
31105,12.2,"52,284"
31107,12.2,"53,676"
31109,10.7,"61,383"
31111,10.8,"60,924"
31113,8.9,"53,108"
31115,15.2,"51,559"
31117,12.6,"52,033"
31119,10.2,"58,275"
31121,11,"53,411"
31123,13.2,"49,982"
31125,10.3,"55,853"
31127,11.8,"55,343"
31129,11.2,"48,624"
31131,8.3,"66,293"
31133,13.1,"47,006"
31135,9.5,"63,443"
31137,10,"61,420"
31139,9.3,"67,465"
31141,9,"62,804"
31143,6.9,"66,462"
31145,12,"50,260"
31147,12.3,"50,207"
31149,13.9,"53,905"
31151,9.2,"59,937"
31153,5.9,"84,016"
31155,6.9,"71,086"
31157,13,"50,263"
31159,7.2,"72,291"
31161,14.5,"46,159"
31163,12.4,"48,735"
31165,15.9,"47,983"
31167,7,"62,045"
31169,10.8,"52,439"
31171,13.9,"51,401"
31173,24.9,"48,891"
31175,10.4,"47,981"
31177,6.8,"75,197"
31179,11.8,"57,655"
31181,12.3,"49,518"
31183,12.3,"50,207"
31185,9.4,"59,749"
32001,11.7,"56,335"
32003,13.3,"62,131"
32005,8.1,"76,296"
32007,11,"83,287"
32009,13.8,"50,675"
32011,9.9,"71,541"
32013,11,"73,106"
32015,10.9,"81,239"
32017,13.8,"58,782"
32019,10.2,"59,406"
32021,15.9,"43,771"
32023,16.1,"48,490"
32027,17.6,"58,562"
32029,7,"88,003"
32031,10.7,"71,733"
32033,13.7,"60,086"
32510,12.2,"58,126"
33001,8.6,"68,752"
33003,9,"64,495"
33005,9.7,"65,326"
33007,13.9,"49,156"
33009,9.2,"62,468"
33011,7.5,"82,862"
33013,6.4,"75,800"
33015,5.1,"91,416"
33017,8.8,"71,486"
33019,10.1,"63,518"
34001,11.3,"62,678"
34003,5.7,"107,971"
34005,5.7,"88,443"
34007,10.7,"73,168"
34009,9.8,"66,565"
34011,13.8,"54,179"
34013,13.8,"64,522"
34015,7.5,"87,996"
34017,13.7,"77,738"
34019,4,"117,275"
34021,11.9,"79,475"
34023,8.5,"92,770"
34025,6.2,"102,579"
34027,5.3,"116,328"
34029,9,"75,627"
34031,13.3,"76,039"
34033,11.4,"68,146"
34035,5.4,"112,722"
34037,5.2,"100,281"
34039,9.1,"79,953"
34041,7.1,"83,998"
35001,15.5,"56,148"
35003,20.6,"37,190"
35005,18.1,"43,687"
35006,25.5,"40,436"
35007,17,"42,754"
35009,18.7,"45,623"
35011,18.6,"34,746"
35013,23.8,"43,618"
35015,11.2,"63,671"
35017,18.1,"43,175"
35019,23.5,"36,554"
35021,15.4,"38,162"
35023,22.9,"37,322"
35025,15.1,"63,012"
35027,13.7,"47,254"
35028,3.5,"122,001"
35029,23.8,"32,544"
35031,30.1,"36,404"
35033,21.2,"36,968"
35035,20.1,"43,135"
35037,21.7,"34,596"
35039,22.2,"44,579"
35041,18.8,"44,928"
35043,10,"71,118"
35045,19.9,"46,201"
35047,23.8,"36,986"
35049,12.4,"61,791"
35051,27.6,"33,661"
35053,26,"39,582"
35055,18.2,"43,032"
35057,21.6,"39,532"
35059,20.3,"38,221"
35061,17.6,"54,867"
36001,11.7,"69,408"
36003,17.9,"49,411"
36005,26.2,"41,470"
36007,17.8,"52,179"
36009,14.7,"50,783"
36011,13.8,"58,055"
36013,16.3,"50,143"
36015,14.1,"58,400"
36017,13.7,"51,894"
36019,14.8,"59,069"
36021,10.1,"71,563"
36023,17.3,"55,143"
36025,12.6,"51,038"
36027,8.6,"84,564"
36029,13.3,"60,620"
36031,12.4,"55,091"
36033,18.1,"48,943"
36035,16.4,"50,061"
36037,10.5,"62,570"
36039,12.6,"54,746"
36041,9.8,"60,148"
36043,13.7,"55,778"
36045,14.6,"53,829"
36047,17.7,"66,501"
36049,12.4,"56,599"
36051,13.8,"60,268"
36053,9.8,"61,713"
36055,12.7,"62,159"
36057,15.9,"52,092"
36059,5.6,"117,767"
36061,14.1,"93,007"
36063,12.4,"56,371"
36065,14.6,"56,516"
36067,13.8,"61,597"
36069,8.1,"66,754"
36071,12.3,"83,188"
36073,13.2,"53,115"
36075,15.6,"57,640"
36077,16.2,"52,414"
36079,5.2,"105,600"
36081,11,"72,975"
36083,11.5,"70,688"
36085,9.1,"86,624"
36087,12.5,"99,831"
36089,18.9,"51,742"
36091,6,"89,071"
36093,12.1,"64,960"
36095,12.1,"58,927"
36097,15.7,"52,215"
36099,13.7,"51,064"
36101,15,"53,167"
36103,6.8,"105,241"
36105,16.1,"58,851"
36107,9.4,"60,699"
36109,16.9,"59,176"
36111,12,"64,090"
36113,10.1,"63,240"
36115,11.9,"56,897"
36117,11.4,"61,989"
36119,8.4,"101,741"
36121,9.9,"58,214"
36123,13.9,"60,612"
37001,14.6,"57,963"
37003,11.7,"54,960"
37005,16.9,"41,420"
37007,21.4,"40,826"
37009,14.6,"41,542"
37011,16.4,"45,823"
37013,17.6,"49,410"
37015,24.2,"37,899"
37017,21.2,"42,260"
37019,10.2,"63,712"
37021,12.2,"55,448"
37023,18.4,"47,890"
37025,7.9,"72,071"
37027,12,"48,512"
37029,7.6,"69,610"
37031,10.4,"60,058"
37033,16.2,"51,240"
37035,13.3,"53,688"
37037,8.7,"70,258"
37039,17.7,"42,764"
37041,18.5,"47,126"
37043,14,"47,116"
37045,19,"46,012"
37047,22.3,"39,531"
37049,13.8,"53,372"
37051,18,"46,599"
37053,8.8,"70,699"
37055,8.9,"63,033"
37057,15.2,"53,924"
37059,10.9,"63,828"
37061,17.7,"44,929"
37063,14,"65,541"
37065,21,"40,784"
37067,15.2,"53,054"
37069,11.6,"57,371"
37071,11.6,"56,542"
37073,14.7,"54,204"
37075,16.8,"45,813"
37077,14.6,"54,300"
37079,20.2,"44,648"
37081,16,"55,820"
37083,23.8,"38,727"
37085,15.6,"55,619"
37087,10.6,"51,612"
37089,10.6,"61,651"
37091,23,"42,374"
37093,16.9,"48,420"
37095,19.2,"43,112"
37097,8.2,"68,308"
37099,19.3,"47,759"
37101,12.5,"62,835"
37103,18.8,"46,275"
37105,14.2,"53,114"
37107,23.1,"39,947"
37109,9,"70,479"
37111,13.6,"46,370"
37113,14.3,"46,279"
37115,14.6,"50,062"
37117,20.6,"39,413"
37119,10.3,"69,455"
37121,14.8,"47,675"
37123,16.1,"46,497"
37125,11.3,"63,942"
37127,16.4,"50,902"
37129,13,"57,252"
37131,21.6,"39,777"
37133,12.5,"50,645"
37135,13.4,"74,314"
37137,15.9,"52,522"
37139,14.3,"51,245"
37141,11.5,"60,405"
37143,15,"50,804"
37145,15.4,"54,553"
37147,19.2,"52,961"
37149,12.1,"53,405"
37151,14.1,"50,129"
37153,25.8,"40,518"
37155,31.5,"36,366"
37157,18.4,"44,686"
37159,13.9,"52,051"
37161,18.5,"44,547"
37163,16.8,"45,997"
37165,28.5,"39,197"
37167,10.7,"58,303"
37169,13,"52,356"
37171,16,"48,637"
37173,16.1,"46,075"
37175,13.1,"55,628"
37177,25.4,"37,680"
37179,7.3,"86,138"
37181,18.5,"40,450"
37183,8,"84,377"
37185,21.7,"37,027"
37187,21.3,"40,157"
37189,21.4,"51,630"
37191,18.6,"45,634"
37193,15.2,"45,250"
37195,21.5,"42,414"
37197,13.9,"50,929"
37199,14.2,"47,664"
38001,10.7,"55,880"
38003,9.9,"60,689"
38005,23.3,"45,709"
38007,9.7,"69,528"
38009,9.7,"62,904"
38011,8,"65,411"
38013,8.8,"67,545"
38015,6.9,"73,565"
38017,11.4,"63,977"
38019,9.1,"63,484"
38021,10.6,"57,490"
38023,10.8,"61,506"
38025,9.8,"75,723"
38027,10,"54,465"
38029,13.7,"53,073"
38031,8.8,"54,917"
38033,12.1,"58,370"
38035,13.2,"57,388"
38037,14.9,"41,841"
38039,9.5,"56,527"
38041,12.5,"54,600"
38043,14.1,"50,570"
38045,12.2,"56,059"
38047,13.2,"51,496"
38049,12.1,"59,661"
38051,13.9,"47,349"
38053,7.4,"86,890"
38055,9.4,"67,453"
38057,7.7,"83,341"
38059,7.9,"68,051"
38061,9.5,"69,040"
38063,11.2,"56,098"
38065,10.6,"72,919"
38067,8.8,"59,970"
38069,11.6,"56,753"
38071,12.3,"60,710"
38073,8.7,"66,422"
38075,8.9,"84,986"
38077,12.4,"62,837"
38079,25.9,"45,296"
38081,7.5,"67,551"
38083,16.7,"58,725"
38085,32.1,"37,133"
38087,13.5,"52,695"
38089,8.5,"68,759"
38091,7.4,"67,661"
38093,10.8,"60,297"
38095,10.7,"53,024"
38097,8,"69,443"
38099,11.7,"59,153"
38101,9,"68,634"
38103,12.4,"56,167"
38105,6.4,"84,606"
39001,19.1,"43,145"
39003,12.9,"58,271"
39005,12.6,"52,554"
39007,18.7,"47,388"
39009,26.6,"43,621"
39011,7.3,"64,227"
39013,11.6,"50,166"
39015,12.1,"58,441"
39017,11.7,"68,611"
39019,11.3,"56,999"
39021,7.7,"62,077"
39023,14.6,"50,832"
39025,8.2,"68,724"
39027,14.8,"52,870"
39029,13.2,"52,693"
39031,12.5,"49,679"
39033,14.7,"49,484"
39035,16.2,"52,503"
39037,12.1,"56,824"
39039,8.8,"60,918"
39041,4.8,"110,252"
39043,11.6,"60,790"
39045,8.1,"71,782"
39047,13.6,"51,023"
39049,13.5,"64,648"
39051,6.9,"64,334"
39053,16.5,"48,094"
39055,5.5,"79,865"
39057,9.9,"69,709"
39059,15.5,"48,283"
39061,14.6,"60,251"
39063,9.3,"62,720"
39065,13.9,"51,155"
39067,14.5,"50,137"
39069,7.5,"61,351"
39071,15.6,"47,126"
39073,15,"51,016"
39075,9.2,"62,596"
39077,10,"56,704"
39079,17.2,"50,671"
39081,17.1,"47,652"
39083,11.3,"59,957"
39085,8.3,"65,040"
39087,16.2,"46,433"
39089,9.3,"66,321"
39091,10.5,"60,624"
39093,13.9,"59,201"
39095,18,"49,924"
39097,9.6,"65,696"
39099,18.4,"48,018"
39101,14.8,"51,479"
39103,5.5,"78,540"
39105,15.8,"43,754"
39107,6.7,"67,075"
39109,8.8,"63,524"
39111,14,"48,231"
39113,15.3,"54,704"
39115,15.7,"46,883"
39117,8.5,"59,498"
39119,15.3,"52,105"
39121,14.2,"50,788"
39123,8.1,"63,352"
39125,9.8,"58,100"
39127,15,"51,875"
39129,11.5,"63,931"
39131,19.1,"46,255"
39133,11.9,"57,439"
39135,8.9,"62,128"
39137,7.2,"73,454"
39139,13.5,"51,883"
39141,15.2,"54,728"
39143,9.6,"58,415"
39145,21.9,"45,410"
39147,12.1,"55,664"
39149,9.1,"64,304"
39151,13,"55,623"
39153,14.2,"57,753"
39155,15.4,"47,966"
39157,11.2,"54,150"
39159,5.4,"91,597"
39161,8.5,"55,361"
39163,18.7,"46,301"
39165,4.5,"91,645"
39167,11,"52,565"
39169,9.9,"58,747"
39171,9.3,"54,239"
39173,11.2,"64,723"
39175,7.5,"61,733"
40001,23.6,"39,589"
40003,15.8,"57,497"
40005,19.2,"41,872"
40007,10.6,"55,397"
40009,20.8,"50,512"
40011,14.9,"50,574"
40013,17.3,"44,074"
40015,20.6,"45,755"
40017,8.1,"75,111"
40019,14.3,"51,895"
40021,21.4,"45,544"
40023,22.5,"37,131"
40025,17.8,"47,602"
40027,11.7,"64,706"
40029,18.1,"41,273"
40031,17.6,"51,184"
40033,18.6,"46,450"
40035,18.2,"42,978"
40037,13.7,"54,737"
40039,15.8,"51,803"
40041,17.5,"44,602"
40043,11.6,"56,316"
40045,13,"54,013"
40047,12.7,"58,381"
40049,15.6,"46,786"
40051,12.1,"63,647"
40053,11.2,"60,303"
40055,24.1,"38,641"
40057,23.7,"37,988"
40059,11.1,"40,265"
40061,20.2,"41,643"
40063,21.4,"37,631"
40065,17.3,"48,430"
40067,20.8,"39,785"
40069,21,"41,805"
40071,16.1,"48,522"
40073,8.9,"68,839"
40075,21.9,"39,788"
40077,18.5,"42,014"
40079,20.5,"42,378"
40081,13.9,"51,012"
40083,12.4,"66,625"
40085,13.4,"51,481"
40087,7.1,"75,009"
40089,21.9,"40,803"
40091,19.7,"40,614"
40093,13.4,"59,690"
40095,18.2,"45,005"
40097,17.7,"49,293"
40099,14.9,"50,965"
